id,matiere_id,matiere_nom,enseignant_id,enseignant_nom,niveau,duree,annee_scolaire
"1686","113","Arts Lycée 12","5","Babacar Cisse","Lycée","90","2024-2025"
"1687","208","Informatique Collège 21","2","Yacine Diouf","Collège","45","2024-2025"
"1688","150","Mathématiques Technique 16","8","Aminata Sarr","Technique","90","2024-2025"
"1689","204","Histoire-Géographie Lycée 21","12","Seynabou Ba","Lycée","90","2024-2025"
"1690","76","Mathématiques Technique 8","8","Aminata Sarr","Technique","90","2024-2025"
"1691","152","Arts Technique 16","5","Babacar Cisse","Technique","55","2024-2025"
"1692","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","55","2024-2025"
"1693","156","Sciences Naturelles Collège 16","11","Binta Thiam","Collège","55","2024-2025"
"1694","42","Arabe Collège 5","1","Amadou Mbaye","Collège","45","2024-2025"
"1695","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","55","2024-2025"
"1696","36","Sciences Physiques Technique 4","17","Ndeye Diallo","Technique","90","2024-2025"
"1697","213","Anglais Technique 22","10","Modou Kane","Technique","90","2024-2025"
"1698","28","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","55","2024-2025"
"1699","137","Sciences Physiques Primaire 14","17","Ndeye Diallo","Primaire","55","2024-2025"
"1700","205","Français Collège 21","3","Modou Mbaye","Collège","90","2024-2025"
"1701","235","Arts Lycée 24","5","Babacar Cisse","Lycée","55","2024-2025"
"1702","6","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"1703","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","90","2024-2025"
"1704","19","Sciences Naturelles Collège 2","11","Binta Thiam","Collège","90","2024-2025"
"1705","96","Anglais Primaire 10","10","Modou Kane","Primaire","45","2024-2025"
"1706","37","Informatique Technique 4","2","Yacine Diouf","Technique","90","2024-2025"
"1707","47","Informatique Collège 5","2","Yacine Diouf","Collège","90","2024-2025"
"1708","115","Arts Primaire 12","5","Babacar Cisse","Primaire","55","2024-2025"
"1709","5","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"1710","23","Histoire-Géographie Primaire 3","12","Seynabou Ba","Primaire","55","2024-2025"
"1711","47","Informatique Collège 5","2","Yacine Diouf","Collège","55","2024-2025"
"1712","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"1713","82","Sciences Naturelles Primaire 9","11","Binta Thiam","Primaire","55","2024-2025"
"1714","26","Arts Technique 3","5","Babacar Cisse","Technique","90","2024-2025"
"1715","211","Arabe Collège 22","1","Amadou Mbaye","Collège","90","2024-2025"
"1716","161","Arts Primaire 17","5","Babacar Cisse","Primaire","90","2024-2025"
"1717","48","Informatique Collège 5","2","Yacine Diouf","Collège","90","2024-2025"
"1718","41","Sciences Naturelles Technique 5","11","Binta Thiam","Technique","55","2024-2025"
"1719","56","Informatique Technique 6","2","Yacine Diouf","Technique","90","2024-2025"
"1720","92","Sciences Physiques Collège 10","17","Ndeye Diallo","Collège","55","2024-2025"
"1721","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"1722","3","Informatique Primaire 1","2","Yacine Diouf","Primaire","55","2024-2025"
"1723","216","Anglais Collège 22","10","Modou Kane","Collège","55","2024-2025"
"1724","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","45","2024-2025"
"1725","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","45","2024-2025"
"1726","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","45","2024-2025"
"1727","86","Français Technique 9","3","Modou Mbaye","Technique","90","2024-2025"
"1728","220","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","90","2024-2025"
"1729","105","Sciences Naturelles Collège 11","11","Binta Thiam","Collège","45","2024-2025"
"1730","12","Sciences Naturelles Technique 2","11","Binta Thiam","Technique","90","2024-2025"
"1731","250","Sciences Naturelles Primaire 26","11","Binta Thiam","Primaire","90","2024-2025"
"1732","30","Informatique Primaire 4","2","Yacine Diouf","Primaire","55","2024-2025"
"1733","33","Anglais Primaire 4","10","Modou Kane","Primaire","55","2024-2025"
"1734","221","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","45","2024-2025"
"1735","101","Sciences Physiques Primaire 11","17","Ndeye Diallo","Primaire","55","2024-2025"
"1736","159","Histoire-Géographie Collège 16","12","Seynabou Ba","Collège","90","2024-2025"
"1737","244","Arabe Technique 25","1","Amadou Mbaye","Technique","45","2024-2025"
"1738","138","Sciences Physiques Collège 14","17","Ndeye Diallo","Collège","55","2024-2025"
"1739","177","Anglais Primaire 18","10","Modou Kane","Primaire","45","2024-2025"
"1740","211","Arabe Collège 22","1","Amadou Mbaye","Collège","90","2024-2025"
"1741","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","55","2024-2025"
"1742","169","Mathématiques Technique 17","8","Aminata Sarr","Technique","45","2024-2025"
"1743","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","45","2024-2025"
"1744","164","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","90","2024-2025"
"1745","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","45","2024-2025"
"1746","4","Anglais Technique 1","10","Modou Kane","Technique","90","2024-2025"
"1747","133","Histoire-Géographie Lycée 14","12","Seynabou Ba","Lycée","45","2024-2025"
"1748","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","55","2024-2025"
"1749","139","Français Technique 14","3","Modou Mbaye","Technique","45","2024-2025"
"1750","81","Informatique Collège 9","2","Yacine Diouf","Collège","55","2024-2025"
"1751","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","55","2024-2025"
"1752","212","Informatique Technique 22","2","Yacine Diouf","Technique","55","2024-2025"
"1753","189","Informatique Primaire 19","2","Yacine Diouf","Primaire","45","2024-2025"
"1754","168","Français Primaire 17","3","Modou Mbaye","Primaire","45","2024-2025"
"1755","249","Mathématiques Lycée 25","8","Aminata Sarr","Lycée","45","2024-2025"
"1756","238","Informatique Primaire 24","2","Yacine Diouf","Primaire","90","2024-2025"
"1757","90","Arts Primaire 10","5","Babacar Cisse","Primaire","90","2024-2025"
"1758","131","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","55","2024-2025"
"1759","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","90","2024-2025"
"1760","213","Anglais Technique 22","10","Modou Kane","Technique","55","2024-2025"
"1761","112","Arts Technique 12","5","Babacar Cisse","Technique","45","2024-2025"
"1762","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","55","2024-2025"
"1763","134","Anglais Lycée 14","10","Modou Kane","Lycée","45","2024-2025"
"1764","159","Histoire-Géographie Collège 16","12","Seynabou Ba","Collège","45","2024-2025"
"1765","169","Mathématiques Technique 17","8","Aminata Sarr","Technique","90","2024-2025"
"1766","197","Arts Technique 20","5","Babacar Cisse","Technique","90","2024-2025"
"1767","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","55","2024-2025"
"1768","133","Histoire-Géographie Lycée 14","12","Seynabou Ba","Lycée","45","2024-2025"
"1769","96","Anglais Primaire 10","10","Modou Kane","Primaire","45","2024-2025"
"1770","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","55","2024-2025"
"1771","224","Sciences Physiques Lycée 23","17","Ndeye Diallo","Lycée","55","2024-2025"
"1772","228","Histoire-Géographie Collège 23","12","Seynabou Ba","Collège","45","2024-2025"
"1773","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","90","2024-2025"
"1774","211","Arabe Collège 22","1","Amadou Mbaye","Collège","45","2024-2025"
"1775","245","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","90","2024-2025"
"1776","90","Arts Primaire 10","5","Babacar Cisse","Primaire","90","2024-2025"
"1777","201","Mathématiques Lycée 21","8","Aminata Sarr","Lycée","45","2024-2025"
"1778","101","Sciences Physiques Primaire 11","17","Ndeye Diallo","Primaire","55","2024-2025"
"1779","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","45","2024-2025"
"1780","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","55","2024-2025"
"1781","81","Informatique Collège 9","2","Yacine Diouf","Collège","90","2024-2025"
"1782","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","45","2024-2025"
"1783","163","Arts Lycée 17","5","Babacar Cisse","Lycée","90","2024-2025"
"1784","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"1785","146","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","55","2024-2025"
"1786","230","Sciences Naturelles Lycée 24","11","Binta Thiam","Lycée","45","2024-2025"
"1787","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","45","2024-2025"
"1788","215","Informatique Lycée 22","2","Yacine Diouf","Lycée","90","2024-2025"
"1789","141","Éducation Physique Lycée 15","4","Alioune Diouf","Lycée","45","2024-2025"
"1790","103","Mathématiques Technique 11","8","Aminata Sarr","Technique","90","2024-2025"
"1791","57","Arabe Primaire 6","1","Amadou Mbaye","Primaire","45","2024-2025"
"1792","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","55","2024-2025"
"1793","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","45","2024-2025"
"1794","243","Histoire-Géographie Primaire 25","12","Seynabou Ba","Primaire","90","2024-2025"
"1795","202","Sciences Physiques Technique 21","17","Ndeye Diallo","Technique","45","2024-2025"
"1796","214","Sciences Physiques Collège 22","17","Ndeye Diallo","Collège","55","2024-2025"
"1797","131","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","90","2024-2025"
"1798","20","Éducation Physique Collège 3","4","Alioune Diouf","Collège","45","2024-2025"
"1799","201","Mathématiques Lycée 21","8","Aminata Sarr","Lycée","45","2024-2025"
"1800","91","Éducation Physique Collège 10","4","Alioune Diouf","Collège","55","2024-2025"
"1801","42","Arabe Collège 5","1","Amadou Mbaye","Collège","90","2024-2025"
"1802","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","55","2024-2025"
"1803","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","90","2024-2025"
"1804","192","Sciences Naturelles Primaire 20","11","Binta Thiam","Primaire","90","2024-2025"
"1805","117","Arabe Collège 12","1","Amadou Mbaye","Collège","55","2024-2025"
"1806","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"1807","11","Français Lycée 2","3","Modou Mbaye","Lycée","90","2024-2025"
"1808","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","45","2024-2025"
"1809","4","Anglais Technique 1","10","Modou Kane","Technique","90","2024-2025"
"1810","140","Sciences Naturelles Lycée 15","11","Binta Thiam","Lycée","55","2024-2025"
"1811","168","Français Primaire 17","3","Modou Mbaye","Primaire","55","2024-2025"
"1812","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"1813","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","45","2024-2025"
"1814","210","Arts Collège 22","5","Babacar Cisse","Collège","45","2024-2025"
"1815","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","45","2024-2025"
"1816","50","Arabe Collège 6","1","Amadou Mbaye","Collège","45","2024-2025"
"1817","96","Anglais Primaire 10","10","Modou Kane","Primaire","90","2024-2025"
"1818","231","Anglais Collège 24","10","Modou Kane","Collège","55","2024-2025"
"1819","232","Sciences Naturelles Primaire 24","11","Binta Thiam","Primaire","45","2024-2025"
"1820","153","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","90","2024-2025"
"1821","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","90","2024-2025"
"1822","221","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","90","2024-2025"
"1823","47","Informatique Collège 5","2","Yacine Diouf","Collège","90","2024-2025"
"1824","220","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","55","2024-2025"
"1825","242","Éducation Physique Primaire 25","4","Alioune Diouf","Primaire","45","2024-2025"
"1826","171","Anglais Lycée 18","10","Modou Kane","Lycée","45","2024-2025"
"1827","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","45","2024-2025"
"1828","201","Mathématiques Lycée 21","8","Aminata Sarr","Lycée","90","2024-2025"
"1829","21","Français Technique 3","3","Modou Mbaye","Technique","45","2024-2025"
"1830","246","Sciences Naturelles Collège 25","11","Binta Thiam","Collège","55","2024-2025"
"1831","99","Informatique Primaire 10","2","Yacine Diouf","Primaire","55","2024-2025"
"1832","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","90","2024-2025"
"1833","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","55","2024-2025"
"1834","26","Arts Technique 3","5","Babacar Cisse","Technique","55","2024-2025"
"1835","93","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","90","2024-2025"
"1836","214","Sciences Physiques Collège 22","17","Ndeye Diallo","Collège","45","2024-2025"
"1837","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","90","2024-2025"
"1838","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","55","2024-2025"
"1839","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","45","2024-2025"
"1840","249","Mathématiques Lycée 25","8","Aminata Sarr","Lycée","90","2024-2025"
"1841","2","Français Collège 1","3","Modou Mbaye","Collège","55","2024-2025"
"1842","2","Français Collège 1","3","Modou Mbaye","Collège","45","2024-2025"
"1843","99","Informatique Primaire 10","2","Yacine Diouf","Primaire","45","2024-2025"
"1844","140","Sciences Naturelles Lycée 15","11","Binta Thiam","Lycée","45","2024-2025"
"1845","24","Informatique Primaire 3","2","Yacine Diouf","Primaire","90","2024-2025"
"1846","189","Informatique Primaire 19","2","Yacine Diouf","Primaire","55","2024-2025"
"1847","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","90","2024-2025"
"1848","99","Informatique Primaire 10","2","Yacine Diouf","Primaire","45","2024-2025"
"1849","229","Sciences Naturelles Lycée 23","11","Binta Thiam","Lycée","90","2024-2025"
"1850","63","Éducation Physique Lycée 7","4","Alioune Diouf","Lycée","90","2024-2025"
"1851","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","90","2024-2025"
"1852","209","Arts Primaire 21","5","Babacar Cisse","Primaire","45","2024-2025"
"1853","236","Arts Collège 24","5","Babacar Cisse","Collège","90","2024-2025"
"1854","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","55","2024-2025"
"1855","102","Anglais Technique 11","10","Modou Kane","Technique","45","2024-2025"
"1856","129","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","55","2024-2025"
"1857","70","Arts Technique 8","5","Babacar Cisse","Technique","45","2024-2025"
"1858","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","45","2024-2025"
"1859","26","Arts Technique 3","5","Babacar Cisse","Technique","90","2024-2025"
"1860","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","90","2024-2025"
"1861","43","Sciences Physiques Collège 5","17","Ndeye Diallo","Collège","90","2024-2025"
"1862","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","90","2024-2025"
"1863","121","Sciences Physiques Technique 13","17","Ndeye Diallo","Technique","45","2024-2025"
"1864","12","Sciences Naturelles Technique 2","11","Binta Thiam","Technique","90","2024-2025"
"1865","45","Informatique Primaire 5","2","Yacine Diouf","Primaire","45","2024-2025"
"1866","14","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"1867","205","Français Collège 21","3","Modou Mbaye","Collège","45","2024-2025"
"1868","102","Anglais Technique 11","10","Modou Kane","Technique","90","2024-2025"
"1869","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","90","2024-2025"
"1870","67","Arabe Collège 7","1","Amadou Mbaye","Collège","55","2024-2025"
"1871","120","Éducation Physique Primaire 13","4","Alioune Diouf","Primaire","45","2024-2025"
"1872","109","Sciences Naturelles Technique 11","11","Binta Thiam","Technique","45","2024-2025"
"1873","31","Arts Primaire 4","5","Babacar Cisse","Primaire","55","2024-2025"
"1874","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","55","2024-2025"
"1875","169","Mathématiques Technique 17","8","Aminata Sarr","Technique","55","2024-2025"
"1876","103","Mathématiques Technique 11","8","Aminata Sarr","Technique","45","2024-2025"
"1877","40","Arabe Technique 5","1","Amadou Mbaye","Technique","55","2024-2025"
"1878","117","Arabe Collège 12","1","Amadou Mbaye","Collège","90","2024-2025"
"1879","147","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","55","2024-2025"
"1880","188","Histoire-Géographie Lycée 19","12","Seynabou Ba","Lycée","90","2024-2025"
"1881","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","55","2024-2025"
"1882","154","Français Technique 16","3","Modou Mbaye","Technique","90","2024-2025"
"1883","21","Français Technique 3","3","Modou Mbaye","Technique","55","2024-2025"
"1884","152","Arts Technique 16","5","Babacar Cisse","Technique","55","2024-2025"
"1885","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","55","2024-2025"
"1886","217","Mathématiques Technique 22","8","Aminata Sarr","Technique","45","2024-2025"
"1887","92","Sciences Physiques Collège 10","17","Ndeye Diallo","Collège","90","2024-2025"
"1888","13","Éducation Physique Technique 2","4","Alioune Diouf","Technique","55","2024-2025"
"1889","37","Informatique Technique 4","2","Yacine Diouf","Technique","45","2024-2025"
"1890","115","Arts Primaire 12","5","Babacar Cisse","Primaire","55","2024-2025"
"1891","22","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","45","2024-2025"
"1892","93","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","90","2024-2025"
"1893","112","Arts Technique 12","5","Babacar Cisse","Technique","90","2024-2025"
"1894","241","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","45","2024-2025"
"1895","168","Français Primaire 17","3","Modou Mbaye","Primaire","55","2024-2025"
"1896","43","Sciences Physiques Collège 5","17","Ndeye Diallo","Collège","55","2024-2025"
"1897","5","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"1898","233","Informatique Primaire 24","2","Yacine Diouf","Primaire","90","2024-2025"
"1899","8","Sciences Naturelles Collège 1","11","Binta Thiam","Collège","90","2024-2025"
"1900","236","Arts Collège 24","5","Babacar Cisse","Collège","45","2024-2025"
"1901","202","Sciences Physiques Technique 21","17","Ndeye Diallo","Technique","90","2024-2025"
"1902","3","Informatique Primaire 1","2","Yacine Diouf","Primaire","45","2024-2025"
"1903","183","Arts Collège 19","5","Babacar Cisse","Collège","55","2024-2025"
"1904","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","45","2024-2025"
"1905","57","Arabe Primaire 6","1","Amadou Mbaye","Primaire","45","2024-2025"
"1906","87","Histoire-Géographie Lycée 9","12","Seynabou Ba","Lycée","45","2024-2025"
"1907","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","55","2024-2025"
"1908","171","Anglais Lycée 18","10","Modou Kane","Lycée","90","2024-2025"
"1909","53","Informatique Collège 6","2","Yacine Diouf","Collège","90","2024-2025"
"1910","102","Anglais Technique 11","10","Modou Kane","Technique","55","2024-2025"
"1911","134","Anglais Lycée 14","10","Modou Kane","Lycée","55","2024-2025"
"1912","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","45","2024-2025"
"1913","205","Français Collège 21","3","Modou Mbaye","Collège","90","2024-2025"
"1914","106","Français Collège 11","3","Modou Mbaye","Collège","55","2024-2025"
"1915","72","Informatique Collège 8","2","Yacine Diouf","Collège","45","2024-2025"
"1916","237","Anglais Primaire 24","10","Modou Kane","Primaire","55","2024-2025"
"1917","113","Arts Lycée 12","5","Babacar Cisse","Lycée","45","2024-2025"
"1918","202","Sciences Physiques Technique 21","17","Ndeye Diallo","Technique","55","2024-2025"
"1919","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","55","2024-2025"
"1920","238","Informatique Primaire 24","2","Yacine Diouf","Primaire","55","2024-2025"
"1921","11","Français Lycée 2","3","Modou Mbaye","Lycée","45","2024-2025"
"1922","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","45","2024-2025"
"1923","224","Sciences Physiques Lycée 23","17","Ndeye Diallo","Lycée","55","2024-2025"
"1924","122","Histoire-Géographie Lycée 13","12","Seynabou Ba","Lycée","90","2024-2025"
"1925","27","Histoire-Géographie Lycée 3","12","Seynabou Ba","Lycée","90","2024-2025"
"1926","228","Histoire-Géographie Collège 23","12","Seynabou Ba","Collège","90","2024-2025"
"1927","11","Français Lycée 2","3","Modou Mbaye","Lycée","90","2024-2025"
"1928","84","Éducation Physique Collège 9","4","Alioune Diouf","Collège","55","2024-2025"
"1929","176","Éducation Physique Lycée 18","4","Alioune Diouf","Lycée","45","2024-2025"
"1930","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","55","2024-2025"
"1931","226","Mathématiques Technique 23","8","Aminata Sarr","Technique","90","2024-2025"
"1932","226","Mathématiques Technique 23","8","Aminata Sarr","Technique","45","2024-2025"
"1933","192","Sciences Naturelles Primaire 20","11","Binta Thiam","Primaire","90","2024-2025"
"1934","135","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","45","2024-2025"
"1935","146","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","45","2024-2025"
"1936","27","Histoire-Géographie Lycée 3","12","Seynabou Ba","Lycée","45","2024-2025"
"1937","221","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","90","2024-2025"
"1938","39","Anglais Technique 4","10","Modou Kane","Technique","45","2024-2025"
"1939","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","90","2024-2025"
"1940","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"1941","244","Arabe Technique 25","1","Amadou Mbaye","Technique","55","2024-2025"
"1942","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","55","2024-2025"
"1943","218","Sciences Physiques Technique 22","17","Ndeye Diallo","Technique","45","2024-2025"
"1944","163","Arts Lycée 17","5","Babacar Cisse","Lycée","55","2024-2025"
"1945","44","Éducation Physique Technique 5","4","Alioune Diouf","Technique","45","2024-2025"
"1946","196","Français Lycée 20","3","Modou Mbaye","Lycée","55","2024-2025"
"1947","245","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","45","2024-2025"
"1948","13","Éducation Physique Technique 2","4","Alioune Diouf","Technique","90","2024-2025"
"1949","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"1950","196","Français Lycée 20","3","Modou Mbaye","Lycée","90","2024-2025"
"1951","164","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","45","2024-2025"
"1952","119","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","55","2024-2025"
"1953","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","55","2024-2025"
"1954","12","Sciences Naturelles Technique 2","11","Binta Thiam","Technique","55","2024-2025"
"1955","231","Anglais Collège 24","10","Modou Kane","Collège","55","2024-2025"
"1956","165","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","45","2024-2025"
"1957","178","Anglais Lycée 18","10","Modou Kane","Lycée","55","2024-2025"
"1958","161","Arts Primaire 17","5","Babacar Cisse","Primaire","45","2024-2025"
"1959","20","Éducation Physique Collège 3","4","Alioune Diouf","Collège","90","2024-2025"
"1960","138","Sciences Physiques Collège 14","17","Ndeye Diallo","Collège","55","2024-2025"
"1961","119","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","90","2024-2025"
"1962","45","Informatique Primaire 5","2","Yacine Diouf","Primaire","90","2024-2025"
"1963","153","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","90","2024-2025"
"1964","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","90","2024-2025"
"1965","26","Arts Technique 3","5","Babacar Cisse","Technique","90","2024-2025"
"1966","40","Arabe Technique 5","1","Amadou Mbaye","Technique","90","2024-2025"
"1967","26","Arts Technique 3","5","Babacar Cisse","Technique","90","2024-2025"
"1968","213","Anglais Technique 22","10","Modou Kane","Technique","55","2024-2025"
"1969","148","Arts Lycée 15","5","Babacar Cisse","Lycée","90","2024-2025"
"1970","188","Histoire-Géographie Lycée 19","12","Seynabou Ba","Lycée","90","2024-2025"
"1971","205","Français Collège 21","3","Modou Mbaye","Collège","45","2024-2025"
"1972","175","Français Primaire 18","3","Modou Mbaye","Primaire","45","2024-2025"
"1973","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"1974","96","Anglais Primaire 10","10","Modou Kane","Primaire","55","2024-2025"
"1975","178","Anglais Lycée 18","10","Modou Kane","Lycée","55","2024-2025"
"1976","248","Anglais Technique 25","10","Modou Kane","Technique","45","2024-2025"
"1977","147","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","90","2024-2025"
"1978","118","Mathématiques Collège 12","8","Aminata Sarr","Collège","90","2024-2025"
"1979","240","Anglais Primaire 25","10","Modou Kane","Primaire","45","2024-2025"
"1980","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","90","2024-2025"
"1981","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"1982","207","Arts Lycée 21","5","Babacar Cisse","Lycée","90","2024-2025"
"1983","9","Français Collège 1","3","Modou Mbaye","Collège","90","2024-2025"
"1984","16","Informatique Lycée 2","2","Yacine Diouf","Lycée","45","2024-2025"
"1985","40","Arabe Technique 5","1","Amadou Mbaye","Technique","45","2024-2025"
"1986","135","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","45","2024-2025"
"1987","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","55","2024-2025"
"1988","88","Informatique Collège 9","2","Yacine Diouf","Collège","45","2024-2025"
"1989","189","Informatique Primaire 19","2","Yacine Diouf","Primaire","55","2024-2025"
"1990","107","Mathématiques Primaire 11","8","Aminata Sarr","Primaire","45","2024-2025"
"1991","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","90","2024-2025"
"1992","190","Anglais Lycée 20","10","Modou Kane","Lycée","55","2024-2025"
"1993","16","Informatique Lycée 2","2","Yacine Diouf","Lycée","90","2024-2025"
"1994","244","Arabe Technique 25","1","Amadou Mbaye","Technique","45","2024-2025"
"1995","168","Français Primaire 17","3","Modou Mbaye","Primaire","55","2024-2025"
"1996","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","55","2024-2025"
"1997","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","55","2024-2025"
"1998","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","45","2024-2025"
"1999","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","55","2024-2025"
"2000","240","Anglais Primaire 25","10","Modou Kane","Primaire","45","2024-2025"
"2001","201","Mathématiques Lycée 21","8","Aminata Sarr","Lycée","55","2024-2025"
"2002","129","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","90","2024-2025"
"2003","157","Anglais Primaire 16","10","Modou Kane","Primaire","45","2024-2025"
"2004","124","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","45","2024-2025"
"2005","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","45","2024-2025"
"2006","141","Éducation Physique Lycée 15","4","Alioune Diouf","Lycée","90","2024-2025"
"2007","220","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","45","2024-2025"
"2008","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","90","2024-2025"
"2009","84","Éducation Physique Collège 9","4","Alioune Diouf","Collège","45","2024-2025"
"2010","106","Français Collège 11","3","Modou Mbaye","Collège","45","2024-2025"
