id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"3811","Diallo","Fatou","Fatou Diallo","2006-03-25","F","Non","14 Boulevard Léopold Sédar Senghor, Thiès","36","École Cheikh Anta Diop"
"3812","Kane","Dieynaba","Dieynaba Kane","2015-05-06","F","Non","130 Rue des Almadies, Louga","81","École Léopold Sédar Senghor"
"3813","Ndour","Babacar","Babacar Ndour","2006-09-13","M","Non","99 Boulevard de l'Indépendance, Kédougou","53","École Cheikh Anta Diop"
"3814","Sow","Rama","Rama Sow","2005-09-16","F","Non","121 Avenue de l'Indépendance, Kédougou","53","École Cheikh Anta Diop"
"3815","Ba","Cheikh","Cheikh Ba","2007-10-22","M","Non","181 Avenue Léopold Sédar Senghor, Ziguinchor","5","Collège Blaise Diagne"
"3816","Diagne","Maimouna","Maimouna Diagne","2016-10-14","F","Non","180 Avenue de la République, Kédougou","57","École Maba Diakhou Ba"
"3817","Ly","Maimouna","Maimouna Ly","2005-09-21","F","Non","83 Rue Corniche, Matam","95","Institut Lat Dior"
"3818","Seck","Mamadou","Mamadou Seck","2003-04-01","M","Non","41 Rue Léopold Sédar Senghor, Saint-Louis","27","Collège Blaise Diagne"
"3819","Ba","Maimouna","Maimouna Ba","2015-12-22","F","Non","10 Rue Blaise Diagne, Sédhiou","1","Collège Cheikh Anta Diop"
"3820","Faye","Coumba","Coumba Faye","2015-03-16","F","Non","83 Boulevard Corniche, Diourbel","44","Institut Léopold Sédar Senghor"
"3821","Fall","Demba","Demba Fall","2008-09-17","M","Non","69 Boulevard Léopold Sédar Senghor, Diourbel","73","Lycée Aline Sitoe Diatta"
"3822","Ba","Amadou","Amadou Ba","2013-05-13","M","Non","113 Avenue Blaise Diagne, Louga","6","Lycée Cheikh Anta Diop"
"3823","Ndour","Coumba","Coumba Ndour","2013-11-19","F","Non","24 Avenue Corniche, Kaolack","78","École Blaise Diagne"
"3824","Cisse","Babacar","Babacar Cisse","2007-02-05","M","Non","160 Rue de l'Indépendance, Louga","50","Collège Mariama Ba"
"3825","Ly","Baba","Baba Ly","2009-06-06","M","Oui","197 Rue de l'Indépendance, Saint-Louis","27","Collège Blaise Diagne"
"3826","Ndour","Assane","Assane Ndour","2010-01-18","M","Non","68 Avenue Corniche, Tambacounda","39","Lycée Blaise Diagne"
"3827","Ndour","Ibrahima","Ibrahima Ndour","2010-09-02","M","Non","136 Rue de la République, Fatick","90","Collège Lat Dior"
"3828","Sarr","Khady","Khady Sarr","2008-07-27","F","Non","19 Avenue des Almadies, Ziguinchor","13","Lycée Mariama Ba"
"3829","Diallo","Baba","Baba Diallo","2012-11-01","M","Non","71 Boulevard des Almadies, Sédhiou","33","Collège Maba Diakhou Ba"
"3830","Wade","Babacar","Babacar Wade","2017-06-17","M","Non","177 Avenue de l'Indépendance, Kédougou","68","Institut El Hadji Omar Tall"
"3831","Tall","Alioune","Alioune Tall","2004-02-10","M","Non","44 Avenue des Almadies, Ziguinchor","65","Institut Maba Diakhou Ba"
"3832","Diallo","Aminata","Aminata Diallo","2006-09-21","F","Non","18 Avenue de la République, Louga","50","Collège Mariama Ba"
"3833","Sow","Mariam","Mariam Sow","2011-03-26","F","Non","102 Avenue Léopold Sédar Senghor, Dakar","15","Institut Maba Diakhou Ba"
"3834","Kane","Aminata","Aminata Kane","2008-10-13","F","Non","24 Boulevard Léopold Sédar Senghor, Saint-Louis","10","École Léopold Sédar Senghor"
"3835","Ndour","Amadou","Amadou Ndour","2013-10-11","M","Non","62 Rue des Almadies, Ziguinchor","84","Collège Maba Diakhou Ba"
"3836","Sow","Maimouna","Maimouna Sow","2011-02-05","F","Non","200 Avenue de l'Indépendance, Diourbel","16","Lycée El Hadji Omar Tall"
"3837","Ly","Ousmane","Ousmane Ly","2009-08-14","M","Non","13 Rue Blaise Diagne, Dakar","69","Collège Léopold Sédar Senghor"
"3838","Sow","Yacine","Yacine Sow","2009-04-26","F","Non","191 Avenue des Almadies, Kaffrine","56","École Maba Diakhou Ba"
"3839","Ly","Aminata","Aminata Ly","2012-08-22","F","Non","181 Avenue de l'Indépendance, Kaolack","43","Lycée El Hadji Omar Tall"
"3840","Gueye","Ousmane","Ousmane Gueye","2009-07-14","M","Non","157 Boulevard de l'Indépendance, Dakar","82","Lycée Lat Dior"
"3841","Sarr","Seynabou","Seynabou Sarr","2010-10-11","F","Non","197 Boulevard de la République, Sédhiou","59","École Cheikh Anta Diop"
"3842","Mbaye","Khady","Khady Mbaye","2012-11-05","F","Non","14 Rue Léopold Sédar Senghor, Louga","92","Institut Lat Dior"
"3843","Tall","Aminata","Aminata Tall","2011-07-28","F","Non","108 Boulevard Corniche, Thiès","35","École Léopold Sédar Senghor"
"3844","Wade","Ibrahima","Ibrahima Wade","2009-07-11","M","Non","51 Rue Blaise Diagne, Kolda","25","Collège Blaise Diagne"
"3845","Diop","Seynabou","Seynabou Diop","2015-06-26","F","Oui","153 Boulevard Blaise Diagne, Tambacounda","39","Lycée Blaise Diagne"
"3846","Ba","Binta","Binta Ba","2006-11-03","F","Non","22 Avenue de la République, Kaolack","11","Lycée El Hadji Omar Tall"
"3847","Ba","Ousmane","Ousmane Ba","2015-11-22","M","Non","109 Rue des Almadies, Saint-Louis","66","Collège Mariama Ba"
"3848","Cisse","Modou","Modou Cisse","2013-04-04","M","Non","187 Boulevard Corniche, Kédougou","93","Institut Blaise Diagne"
"3849","Faye","Ousmane","Ousmane Faye","2006-02-07","M","Oui","149 Rue de l'Indépendance, Thiès","54","Lycée Léopold Sédar Senghor"
"3850","Tall","Rama","Rama Tall","2007-02-24","F","Non","193 Rue des Almadies, Diourbel","16","Lycée El Hadji Omar Tall"
"3851","Faye","Amadou","Amadou Faye","2005-12-09","M","Non","148 Rue Léopold Sédar Senghor, Kédougou","53","École Cheikh Anta Diop"
"3852","Gueye","Ndeye","Ndeye Gueye","2011-07-07","F","Non","54 Avenue Blaise Diagne, Sédhiou","1","Collège Cheikh Anta Diop"
"3853","Gueye","Amadou","Amadou Gueye","2014-10-20","M","Non","36 Boulevard Blaise Diagne, Fatick","42","Lycée Lat Dior"
"3854","Diallo","Cheikh","Cheikh Diallo","2016-12-21","M","Non","69 Boulevard de l'Indépendance, Saint-Louis","66","Collège Mariama Ba"
"3855","Sarr","Coumba","Coumba Sarr","2011-11-13","F","Oui","51 Boulevard Corniche, Kaolack","11","Lycée El Hadji Omar Tall"
"3856","Diop","Ibrahima","Ibrahima Diop","2009-04-28","M","Non","168 Boulevard de la République, Saint-Louis","76","Lycée Blaise Diagne"
"3857","Faye","Alioune","Alioune Faye","2011-03-20","M","Non","111 Rue de la République, Kaffrine","100","Lycée Mariama Ba"
"3858","Faye","Baba","Baba Faye","2008-12-14","M","Non","153 Boulevard Léopold Sédar Senghor, Kédougou","52","École Cheikh Anta Diop"
"3859","Gueye","Babacar","Babacar Gueye","2008-12-28","M","Non","6 Rue de l'Indépendance, Kaffrine","2","Lycée Cheikh Anta Diop"
"3860","Mbaye","Alioune","Alioune Mbaye","2017-12-18","M","Oui","151 Boulevard de la République, Ziguinchor","65","Institut Maba Diakhou Ba"
"3861","Ndour","Moussa","Moussa Ndour","2012-07-19","M","Non","38 Boulevard de la République, Kaolack","7","Institut Mariama Ba"
"3862","Tall","Amadou","Amadou Tall","2009-06-09","M","Non","6 Boulevard Blaise Diagne, Louga","50","Collège Mariama Ba"
"3863","Ba","Moussa","Moussa Ba","2014-06-11","M","Non","43 Boulevard Blaise Diagne, Sédhiou","26","Lycée Blaise Diagne"
"3864","Thiam","Mamadou","Mamadou Thiam","2013-07-04","M","Non","30 Rue Corniche, Fatick","42","Lycée Lat Dior"
"3865","Thiam","Seynabou","Seynabou Thiam","2011-11-09","F","Non","89 Boulevard Blaise Diagne, Louga","81","École Léopold Sédar Senghor"
"3866","Thiam","Binta","Binta Thiam","2014-03-27","F","Non","172 Avenue de l'Indépendance, Kolda","77","École Blaise Diagne"
"3867","Gueye","Demba","Demba Gueye","2012-01-05","M","Non","84 Avenue de l'Indépendance, Thiès","35","École Léopold Sédar Senghor"
"3868","Sarr","Seynabou","Seynabou Sarr","2008-10-04","F","Non","25 Rue Blaise Diagne, Saint-Louis","27","Collège Blaise Diagne"
"3869","Sarr","Dieynaba","Dieynaba Sarr","2015-12-04","F","Non","140 Rue Blaise Diagne, Kolda","12","École Léopold Sédar Senghor"
"3870","Gueye","Dieynaba","Dieynaba Gueye","2013-04-12","F","Non","174 Boulevard des Almadies, Diourbel","55","Institut Aline Sitoe Diatta"
"3871","Diop","Coumba","Coumba Diop","2010-10-27","F","Non","18 Avenue des Almadies, Sédhiou","19","École Blaise Diagne"
"3872","Sow","Demba","Demba Sow","2016-08-11","M","Non","143 Rue Corniche, Kaffrine","87","École Blaise Diagne"
"3873","Faye","Abdou","Abdou Faye","2011-07-22","M","Non","165 Avenue Blaise Diagne, Fatick","61","Lycée Léopold Sédar Senghor"
"3874","Diagne","Mamadou","Mamadou Diagne","2008-08-09","M","Non","13 Rue Blaise Diagne, Thiès","58","Lycée El Hadji Omar Tall"
"3875","Gueye","Babacar","Babacar Gueye","2011-09-08","M","Oui","50 Rue Léopold Sédar Senghor, Kédougou","4","École Aline Sitoe Diatta"
"3876","Ly","Demba","Demba Ly","2013-09-23","M","Non","130 Boulevard Corniche, Diourbel","99","Institut Mariama Ba"
"3877","Cisse","Babacar","Babacar Cisse","2016-12-08","M","Non","197 Boulevard de l'Indépendance, Diourbel","73","Lycée Aline Sitoe Diatta"
"3878","Ndiaye","Khady","Khady Ndiaye","2009-07-22","F","Non","191 Boulevard de la République, Saint-Louis","83","Lycée Cheikh Anta Diop"
"3879","Sarr","Maimouna","Maimouna Sarr","2003-02-05","F","Non","53 Avenue de la République, Kaffrine","60","École Aline Sitoe Diatta"
"3880","Sow","Mamadou","Mamadou Sow","2011-11-07","M","Non","80 Rue de la République, Diourbel","8","École El Hadji Omar Tall"
"3881","Sarr","Yacine","Yacine Sarr","2008-07-26","F","Non","161 Avenue de l'Indépendance, Matam","85","Lycée Lat Dior"
"3882","Diop","Samba","Samba Diop","2004-06-10","M","Non","136 Rue de la République, Tambacounda","72","École Aline Sitoe Diatta"
"3883","Tall","Ibrahima","Ibrahima Tall","2013-03-20","M","Non","182 Avenue Blaise Diagne, Kaolack","94","École Mariama Ba"
"3884","Seck","Ndeye","Ndeye Seck","2017-01-04","F","Non","141 Rue des Almadies, Kédougou","18","Institut Aline Sitoe Diatta"
"3885","Seck","Babacar","Babacar Seck","2008-01-28","M","Non","106 Boulevard des Almadies, Kaffrine","24","Lycée Cheikh Anta Diop"
"3886","Sarr","Binta","Binta Sarr","2014-11-22","F","Oui","80 Boulevard de l'Indépendance, Kaolack","78","École Blaise Diagne"
"3887","Diallo","Ousmane","Ousmane Diallo","2003-03-16","M","Non","144 Rue de l'Indépendance, Ziguinchor","70","Collège Lat Dior"
"3888","Tall","Pape","Pape Tall","2006-12-08","M","Oui","63 Avenue de l'Indépendance, Louga","28","Lycée Aline Sitoe Diatta"
"3889","Wade","Pape","Pape Wade","2011-07-19","M","Non","174 Avenue Léopold Sédar Senghor, Fatick","51","Institut Mariama Ba"
"3890","Faye","Ndeye","Ndeye Faye","2012-03-27","F","Non","136 Boulevard de la République, Ziguinchor","13","Lycée Mariama Ba"
"3891","Diagne","Coumba","Coumba Diagne","2014-10-19","F","Non","166 Boulevard Blaise Diagne, Tambacounda","14","École Blaise Diagne"
"3892","Mbaye","Awa","Awa Mbaye","2007-04-01","F","Non","30 Rue Corniche, Kaffrine","87","École Blaise Diagne"
"3893","Cisse","Awa","Awa Cisse","2012-07-14","F","Non","33 Boulevard Corniche, Ziguinchor","80","Lycée Blaise Diagne"
"3894","Faye","Awa","Awa Faye","2004-04-22","F","Non","61 Boulevard de l'Indépendance, Dakar","97","Institut Mariama Ba"
"3895","Seck","Coumba","Coumba Seck","2016-05-11","F","Oui","106 Boulevard Léopold Sédar Senghor, Fatick","30","Lycée El Hadji Omar Tall"
"3896","Tall","Demba","Demba Tall","2005-01-24","M","Non","135 Rue de la République, Louga","98","Collège Lat Dior"
"3897","Thiam","Khady","Khady Thiam","2008-04-14","F","Non","131 Avenue de l'Indépendance, Fatick","61","Lycée Léopold Sédar Senghor"
"3898","Diagne","Babacar","Babacar Diagne","2011-10-21","M","Non","69 Rue Corniche, Louga","81","École Léopold Sédar Senghor"
"3899","Sow","Maimouna","Maimouna Sow","2011-04-21","F","Non","91 Boulevard de la République, Louga","98","Collège Lat Dior"
"3900","Ndiaye","Maimouna","Maimouna Ndiaye","2008-08-17","F","Non","188 Avenue Corniche, Kolda","77","École Blaise Diagne"
"3901","Diouf","Ndeye","Ndeye Diouf","2011-09-02","F","Non","61 Avenue Corniche, Kaolack","71","Lycée Léopold Sédar Senghor"
"3902","Ly","Khady","Khady Ly","2005-03-05","F","Oui","147 Avenue Blaise Diagne, Ziguinchor","80","Lycée Blaise Diagne"
"3903","Sow","Alioune","Alioune Sow","2005-04-24","M","Non","179 Boulevard de la République, Matam","85","Lycée Lat Dior"
"3904","Seck","Ousmane","Ousmane Seck","2017-02-09","M","Non","11 Avenue Blaise Diagne, Saint-Louis","27","Collège Blaise Diagne"
"3905","Mbaye","Pape","Pape Mbaye","2009-07-19","M","Non","125 Rue des Almadies, Kaffrine","88","Institut Léopold Sédar Senghor"
"3906","Diallo","Demba","Demba Diallo","2003-02-27","M","Non","78 Avenue des Almadies, Dakar","15","Institut Maba Diakhou Ba"
"3907","Seck","Ndeye","Ndeye Seck","2007-09-12","F","Oui","7 Rue Léopold Sédar Senghor, Kolda","29","École Maba Diakhou Ba"
"3908","Ndiaye","Binta","Binta Ndiaye","2010-05-26","F","Non","12 Boulevard de la République, Sédhiou","1","Collège Cheikh Anta Diop"
"3909","Kane","Cheikh","Cheikh Kane","2008-05-19","M","Non","190 Boulevard des Almadies, Saint-Louis","27","Collège Blaise Diagne"
"3910","Ndiaye","Mariam","Mariam Ndiaye","2017-08-12","F","Non","158 Avenue Blaise Diagne, Diourbel","73","Lycée Aline Sitoe Diatta"
"3911","Fall","Rama","Rama Fall","2011-11-14","F","Oui","2 Avenue des Almadies, Kaffrine","87","École Blaise Diagne"
"3912","Seck","Dieynaba","Dieynaba Seck","2017-10-19","F","Non","182 Avenue Corniche, Dakar","97","Institut Mariama Ba"
"3913","Diagne","Cheikh","Cheikh Diagne","2012-08-15","M","Non","162 Rue de l'Indépendance, Fatick","51","Institut Mariama Ba"
"3914","Seck","Aminata","Aminata Seck","2015-02-02","F","Non","71 Avenue de l'Indépendance, Sédhiou","1","Collège Cheikh Anta Diop"
"3915","Ba","Maimouna","Maimouna Ba","2015-06-13","F","Non","19 Rue Blaise Diagne, Matam","95","Institut Lat Dior"
"3916","Diouf","Dieynaba","Dieynaba Diouf","2006-08-06","F","Non","28 Rue Blaise Diagne, Tambacounda","14","École Blaise Diagne"
"3917","Gueye","Yacine","Yacine Gueye","2011-05-23","F","Non","50 Rue de l'Indépendance, Fatick","22","École El Hadji Omar Tall"
"3918","Tall","Ousmane","Ousmane Tall","2003-11-06","M","Non","128 Avenue Blaise Diagne, Ziguinchor","80","Lycée Blaise Diagne"
"3919","Diouf","Rokhaya","Rokhaya Diouf","2017-12-18","F","Oui","199 Boulevard de l'Indépendance, Dakar","69","Collège Léopold Sédar Senghor"
"3920","Wade","Maimouna","Maimouna Wade","2011-04-11","F","Non","37 Rue Corniche, Diourbel","38","Institut Cheikh Anta Diop"
"3921","Ly","Babacar","Babacar Ly","2003-03-12","M","Non","48 Avenue Corniche, Louga","98","Collège Lat Dior"
"3922","Sarr","Babacar","Babacar Sarr","2011-09-01","M","Oui","172 Boulevard Corniche, Saint-Louis","10","École Léopold Sédar Senghor"
"3923","Thiam","Baba","Baba Thiam","2009-03-19","M","Non","71 Avenue Corniche, Diourbel","73","Lycée Aline Sitoe Diatta"
"3924","Wade","Astou","Astou Wade","2012-06-22","F","Non","141 Boulevard des Almadies, Fatick","42","Lycée Lat Dior"
"3925","Diagne","Baba","Baba Diagne","2014-12-04","M","Non","165 Avenue de la République, Saint-Louis","27","Collège Blaise Diagne"
"3926","Wade","Khady","Khady Wade","2008-05-28","F","Non","159 Rue Léopold Sédar Senghor, Kaolack","78","École Blaise Diagne"
"3927","Diagne","Binta","Binta Diagne","2009-08-07","F","Non","5 Avenue Léopold Sédar Senghor, Fatick","22","École El Hadji Omar Tall"
"3928","Fall","Astou","Astou Fall","2010-10-18","F","Oui","12 Boulevard Corniche, Diourbel","89","Lycée Blaise Diagne"
"3929","Kane","Demba","Demba Kane","2009-09-21","M","Non","97 Boulevard de l'Indépendance, Ziguinchor","13","Lycée Mariama Ba"
"3930","Sarr","Assane","Assane Sarr","2015-11-02","M","Non","142 Avenue Corniche, Kaffrine","88","Institut Léopold Sédar Senghor"
"3931","Diallo","Baba","Baba Diallo","2015-01-28","M","Non","26 Avenue de l'Indépendance, Fatick","30","Lycée El Hadji Omar Tall"
"3932","Sarr","Rama","Rama Sarr","2006-03-01","F","Non","44 Avenue de l'Indépendance, Sédhiou","26","Lycée Blaise Diagne"
"3933","Wade","Babacar","Babacar Wade","2004-03-04","M","Non","83 Avenue Léopold Sédar Senghor, Matam","96","École Aline Sitoe Diatta"
"3934","Sow","Rokhaya","Rokhaya Sow","2009-01-11","F","Oui","116 Boulevard des Almadies, Saint-Louis","83","Lycée Cheikh Anta Diop"
"3935","Sow","Ibrahima","Ibrahima Sow","2004-02-24","M","Non","32 Avenue Léopold Sédar Senghor, Dakar","69","Collège Léopold Sédar Senghor"
"3936","Sow","Pape","Pape Sow","2005-11-18","M","Oui","180 Boulevard Corniche, Diourbel","44","Institut Léopold Sédar Senghor"
"3937","Faye","Abdou","Abdou Faye","2006-07-01","M","Non","192 Boulevard Blaise Diagne, Matam","85","Lycée Lat Dior"
"3938","Fall","Rokhaya","Rokhaya Fall","2017-04-14","F","Oui","176 Avenue des Almadies, Ziguinchor","13","Lycée Mariama Ba"
"3939","Seck","Cheikh","Cheikh Seck","2006-04-21","M","Non","9 Rue de l'Indépendance, Louga","50","Collège Mariama Ba"
"3940","Thiam","Aminata","Aminata Thiam","2007-07-24","F","Non","39 Boulevard de la République, Diourbel","73","Lycée Aline Sitoe Diatta"
"3941","Diouf","Pape","Pape Diouf","2015-02-12","M","Non","21 Avenue de l'Indépendance, Tambacounda","39","Lycée Blaise Diagne"
"3942","Seck","Rama","Rama Seck","2009-05-15","F","Non","145 Avenue Corniche, Kédougou","57","École Maba Diakhou Ba"
"3943","Tall","Astou","Astou Tall","2015-03-06","F","Oui","132 Boulevard des Almadies, Kaolack","43","Lycée El Hadji Omar Tall"
"3944","Wade","Khady","Khady Wade","2017-04-02","F","Non","64 Boulevard Blaise Diagne, Ziguinchor","84","Collège Maba Diakhou Ba"
"3945","Kane","Abdou","Abdou Kane","2010-03-26","M","Non","74 Rue Corniche, Kaolack","41","Collège Maba Diakhou Ba"
"3946","Ly","Mamadou","Mamadou Ly","2016-06-27","M","Non","106 Rue Léopold Sédar Senghor, Fatick","42","Lycée Lat Dior"
"3947","Thiam","Aminata","Aminata Thiam","2012-06-12","F","Non","97 Boulevard Corniche, Louga","50","Collège Mariama Ba"
"3948","Diallo","Dieynaba","Dieynaba Diallo","2004-08-17","F","Non","192 Rue Léopold Sédar Senghor, Diourbel","38","Institut Cheikh Anta Diop"
"3949","Diallo","Coumba","Coumba Diallo","2012-12-24","F","Non","73 Avenue des Almadies, Diourbel","55","Institut Aline Sitoe Diatta"
"3950","Cisse","Pape","Pape Cisse","2010-03-01","M","Non","151 Avenue de la République, Matam","96","École Aline Sitoe Diatta"
"3951","Seck","Binta","Binta Seck","2013-11-21","F","Non","102 Rue de la République, Saint-Louis","76","Lycée Blaise Diagne"
"3952","Diouf","Ibrahima","Ibrahima Diouf","2016-06-15","M","Non","98 Avenue de l'Indépendance, Tambacounda","32","Lycée Aline Sitoe Diatta"
"3953","Cisse","Samba","Samba Cisse","2017-03-13","M","Non","37 Rue Corniche, Sédhiou","33","Collège Maba Diakhou Ba"
"3954","Seck","Samba","Samba Seck","2005-07-27","M","Oui","147 Rue des Almadies, Ziguinchor","13","Lycée Mariama Ba"
"3955","Faye","Samba","Samba Faye","2008-08-17","M","Non","196 Avenue des Almadies, Kaolack","94","École Mariama Ba"
"3956","Tall","Abdou","Abdou Tall","2015-12-13","M","Non","62 Boulevard des Almadies, Dakar","97","Institut Mariama Ba"
"3957","Ndour","Demba","Demba Ndour","2017-11-17","M","Non","80 Boulevard Corniche, Diourbel","55","Institut Aline Sitoe Diatta"
"3958","Sarr","Dieynaba","Dieynaba Sarr","2008-11-27","F","Non","195 Rue Blaise Diagne, Dakar","82","Lycée Lat Dior"
"3959","Fall","Dieynaba","Dieynaba Fall","2015-10-02","F","Non","194 Rue de la République, Kaffrine","60","École Aline Sitoe Diatta"
"3960","Fall","Moussa","Moussa Fall","2010-05-14","M","Non","161 Boulevard des Almadies, Louga","92","Institut Lat Dior"
"3961","Cisse","Ndeye","Ndeye Cisse","2011-11-24","F","Non","173 Avenue de la République, Thiès","36","École Cheikh Anta Diop"
"3962","Seck","Binta","Binta Seck","2017-03-22","F","Non","199 Avenue de l'Indépendance, Ziguinchor","65","Institut Maba Diakhou Ba"
"3963","Seck","Baba","Baba Seck","2003-10-12","M","Oui","42 Avenue Blaise Diagne, Kédougou","31","Institut Mariama Ba"
"3964","Ba","Ibrahima","Ibrahima Ba","2004-09-06","M","Non","73 Rue Blaise Diagne, Fatick","90","Collège Lat Dior"
"3965","Diagne","Mamadou","Mamadou Diagne","2012-05-24","M","Non","107 Boulevard Corniche, Kaffrine","67","Collège Blaise Diagne"
"3966","Ly","Amadou","Amadou Ly","2015-08-11","M","Non","77 Boulevard de l'Indépendance, Matam","95","Institut Lat Dior"
"3967","Wade","Awa","Awa Wade","2010-12-08","F","Non","75 Boulevard des Almadies, Kaolack","11","Lycée El Hadji Omar Tall"
"3968","Gueye","Seynabou","Seynabou Gueye","2006-03-08","F","Non","159 Rue Léopold Sédar Senghor, Saint-Louis","27","Collège Blaise Diagne"
"3969","Ndiaye","Yacine","Yacine Ndiaye","2004-05-03","F","Non","74 Avenue de l'Indépendance, Kaffrine","67","Collège Blaise Diagne"
"3970","Tall","Assane","Assane Tall","2012-12-28","M","Non","24 Avenue Léopold Sédar Senghor, Dakar","69","Collège Léopold Sédar Senghor"
"3971","Seck","Baba","Baba Seck","2013-08-25","M","Non","12 Rue Blaise Diagne, Kaolack","71","Lycée Léopold Sédar Senghor"
"3972","Faye","Binta","Binta Faye","2013-04-24","F","Non","122 Avenue de l'Indépendance, Kédougou","40","École Mariama Ba"
"3973","Fall","Babacar","Babacar Fall","2010-09-26","M","Non","171 Avenue Blaise Diagne, Diourbel","89","Lycée Blaise Diagne"
"3974","Ba","Baba","Baba Ba","2016-08-22","M","Non","122 Boulevard de la République, Kaffrine","100","Lycée Mariama Ba"
"3975","Sow","Cheikh","Cheikh Sow","2013-11-21","M","Non","46 Avenue de l'Indépendance, Diourbel","38","Institut Cheikh Anta Diop"
"3976","Gueye","Yacine","Yacine Gueye","2011-05-05","F","Non","55 Rue Blaise Diagne, Louga","6","Lycée Cheikh Anta Diop"
"3977","Faye","Baba","Baba Faye","2013-03-03","M","Non","25 Boulevard de la République, Kaffrine","2","Lycée Cheikh Anta Diop"
"3978","Ly","Babacar","Babacar Ly","2017-08-10","M","Non","60 Rue Corniche, Kaffrine","100","Lycée Mariama Ba"
"3979","Wade","Fatou","Fatou Wade","2011-06-24","F","Non","116 Boulevard de la République, Kaolack","41","Collège Maba Diakhou Ba"
"3980","Seck","Yacine","Yacine Seck","2009-08-07","F","Non","130 Boulevard des Almadies, Ziguinchor","80","Lycée Blaise Diagne"
"3981","Ba","Maimouna","Maimouna Ba","2010-09-04","F","Non","145 Boulevard Corniche, Kaffrine","2","Lycée Cheikh Anta Diop"
"3982","Tall","Mamadou","Mamadou Tall","2003-11-10","M","Non","10 Boulevard Corniche, Kaffrine","88","Institut Léopold Sédar Senghor"
"3983","Fall","Fatou","Fatou Fall","2011-10-17","F","Non","72 Avenue des Almadies, Diourbel","44","Institut Léopold Sédar Senghor"
"3984","Diagne","Assane","Assane Diagne","2005-09-21","M","Non","117 Avenue des Almadies, Fatick","90","Collège Lat Dior"
"3985","Thiam","Alioune","Alioune Thiam","2016-12-01","M","Non","144 Boulevard Blaise Diagne, Ziguinchor","5","Collège Blaise Diagne"
"3986","Wade","Ndeye","Ndeye Wade","2014-03-20","F","Non","12 Avenue Blaise Diagne, Diourbel","55","Institut Aline Sitoe Diatta"
"3987","Seck","Coumba","Coumba Seck","2014-07-13","F","Non","32 Boulevard des Almadies, Kaffrine","100","Lycée Mariama Ba"
"3988","Diop","Baba","Baba Diop","2009-05-16","M","Non","169 Rue Blaise Diagne, Diourbel","44","Institut Léopold Sédar Senghor"
"3989","Seck","Awa","Awa Seck","2013-03-16","F","Non","59 Rue Corniche, Dakar","91","Lycée Lat Dior"
"3990","Sarr","Coumba","Coumba Sarr","2009-01-27","F","Non","152 Avenue Léopold Sédar Senghor, Louga","6","Lycée Cheikh Anta Diop"
"3991","Tall","Ousmane","Ousmane Tall","2017-11-12","M","Non","82 Avenue des Almadies, Thiès","36","École Cheikh Anta Diop"
"3992","Ly","Khady","Khady Ly","2003-03-07","F","Non","123 Rue Léopold Sédar Senghor, Fatick","51","Institut Mariama Ba"
"3993","Ndiaye","Seynabou","Seynabou Ndiaye","2015-01-24","F","Non","145 Rue de la République, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"3994","Tall","Pape","Pape Tall","2004-11-11","M","Non","130 Boulevard Blaise Diagne, Tambacounda","14","École Blaise Diagne"
"3995","Ndour","Demba","Demba Ndour","2004-05-25","M","Non","118 Avenue de la République, Kédougou","53","École Cheikh Anta Diop"
"3996","Cisse","Yacine","Yacine Cisse","2014-03-26","F","Non","11 Boulevard de la République, Kaffrine","60","École Aline Sitoe Diatta"
"3997","Cisse","Alioune","Alioune Cisse","2009-02-21","M","Non","32 Avenue Léopold Sédar Senghor, Ziguinchor","5","Collège Blaise Diagne"
"3998","Ly","Awa","Awa Ly","2006-05-27","F","Non","124 Avenue Corniche, Kaffrine","60","École Aline Sitoe Diatta"
"3999","Fall","Moussa","Moussa Fall","2004-04-01","M","Non","45 Boulevard Corniche, Thiès","23","École Cheikh Anta Diop"
"4000","Faye","Babacar","Babacar Faye","2010-05-02","M","Non","83 Boulevard de la République, Thiès","58","Lycée El Hadji Omar Tall"
"4001","Faye","Ousmane","Ousmane Faye","2013-01-14","M","Non","17 Rue de la République, Saint-Louis","66","Collège Mariama Ba"
"4002","Ba","Mamadou","Mamadou Ba","2004-04-10","M","Non","140 Avenue de la République, Ziguinchor","70","Collège Lat Dior"
"4003","Cisse","Samba","Samba Cisse","2008-11-24","M","Non","168 Boulevard de la République, Kaolack","7","Institut Mariama Ba"
"4004","Tall","Ibrahima","Ibrahima Tall","2005-06-25","M","Non","113 Rue de l'Indépendance, Saint-Louis","66","Collège Mariama Ba"
"4005","Kane","Babacar","Babacar Kane","2010-04-20","M","Non","31 Avenue de la République, Kaffrine","60","École Aline Sitoe Diatta"
"4006","Sarr","Demba","Demba Sarr","2006-02-22","M","Non","172 Avenue de la République, Matam","95","Institut Lat Dior"
"4007","Ndour","Assane","Assane Ndour","2014-07-02","M","Oui","85 Rue Blaise Diagne, Diourbel","44","Institut Léopold Sédar Senghor"
"4008","Thiam","Khady","Khady Thiam","2004-03-03","F","Non","196 Rue des Almadies, Fatick","62","École Maba Diakhou Ba"
"4009","Mbaye","Cheikh","Cheikh Mbaye","2012-02-13","M","Non","118 Boulevard de la République, Kaffrine","87","École Blaise Diagne"
