id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"752","Seck","Assane","Assane Seck","Anglais","assane.seck@institutcheikhantadiop.sn","M","38","Institut Cheikh Anta Diop"
"753","Ba","Ousmane","Ousmane Ba","Mathématiques","ousmane.ba@lycéealinesitoediatta.sn","M","73","Lycée Aline Sitoe Diatta"
"754","Ly","Rokhaya","Rokhaya Ly","Sciences Physiques","rokhaya.ly@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"755","Fall","Alioune","Alioune Fall","Anglais","alioune.fall@collègecheikhantadiop.sn","M","45","Collège Cheikh Anta Diop"
"756","Thiam","Astou","Astou Thiam","Français","astou.thiam@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"757","Ndour","Cheikh","Cheikh Ndour","Sciences Physiques","cheikh.ndour@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"758","Sarr","Ndeye","Ndeye Sarr","Mathématiques","ndeye.sarr@écoleblaisediagne.sn","F","78","École Blaise Diagne"
"759","Sarr","Maimouna","Maimouna Sarr","Mathématiques","maimouna.sarr@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"760","Tall","Assane","Assane Tall","Sciences Physiques","assane.tall@lycéealinesitoediatta.sn","M","73","Lycée Aline Sitoe Diatta"
"761","Ndiaye","Awa","Awa Ndiaye","Français","awa.ndiaye@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"762","Thiam","Dieynaba","Dieynaba Thiam","Sciences Naturelles","dieynaba.thiam@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"763","Seck","Demba","Demba Seck","Sciences Naturelles","demba.seck@institutlatdior.sn","M","3","Institut Lat Dior"
"764","Sow","Astou","Astou Sow","Histoire-Géographie","astou.sow@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"765","Kane","Binta","Binta Kane","Arts","binta.kane@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"766","Ndour","Amadou","Amadou Ndour","Anglais","amadou.ndour@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"767","Wade","Aminata","Aminata Wade","Histoire-Géographie","aminata.wade@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"768","Fall","Modou","Modou Fall","Anglais","modou.fall@institutmariamaba.sn","M","51","Institut Mariama Ba"
"769","Ndiaye","Seynabou","Seynabou Ndiaye","Histoire-Géographie","seynabou.ndiaye@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"770","Diallo","Assane","Assane Diallo","Éducation Physique","assane.diallo@écolealinesitoediatta.sn","M","60","École Aline Sitoe Diatta"
"771","Seck","Awa","Awa Seck","Arabe","awa.seck@lycéeblaisediagne.sn","F","26","Lycée Blaise Diagne"
"772","Gueye","Samba","Samba Gueye","Arts","samba.gueye@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"773","Diouf","Rokhaya","Rokhaya Diouf","Sciences Naturelles","rokhaya.diouf@collègemariamaba.sn","F","20","Collège Mariama Ba"
"774","Gueye","Astou","Astou Gueye","Informatique","astou.gueye@collègelatdior.sn","F","79","Collège Lat Dior"
"775","Diallo","Aminata","Aminata Diallo","Arabe","aminata.diallo@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"776","Faye","Rama","Rama Faye","Sciences Physiques","rama.faye@lycéelatdior.sn","F","42","Lycée Lat Dior"
"777","Ly","Astou","Astou Ly","Sciences Physiques","astou.ly@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"778","Ndour","Babacar","Babacar Ndour","Arabe","babacar.ndour@lycéealinesitoediatta.sn","M","73","Lycée Aline Sitoe Diatta"
"779","Diouf","Samba","Samba Diouf","Sciences Naturelles","samba.diouf@institutléopoldsédarsenghor.sn","M","44","Institut Léopold Sédar Senghor"
"780","Fall","Mariam","Mariam Fall","Sciences Naturelles","mariam.fall@collègelatdior.sn","F","90","Collège Lat Dior"
"781","Fall","Ndeye","Ndeye Fall","Anglais","ndeye.fall@écolecheikhantadiop.sn","F","59","École Cheikh Anta Diop"
"782","Faye","Cheikh","Cheikh Faye","Éducation Physique","cheikh.faye@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"783","Ly","Aminata","Aminata Ly","Éducation Physique","aminata.ly@écolemabadiakhouba.sn","F","62","École Maba Diakhou Ba"
"784","Diallo","Fatou","Fatou Diallo","Arts","fatou.diallo@institutmabadiakhouba.sn","F","49","Institut Maba Diakhou Ba"
"785","Diagne","Binta","Binta Diagne","Arts","binta.diagne@collègemariamaba.sn","F","50","Collège Mariama Ba"
"786","Faye","Alioune","Alioune Faye","Informatique","alioune.faye@institutlatdior.sn","M","3","Institut Lat Dior"
"787","Diop","Binta","Binta Diop","Sciences Physiques","binta.diop@lycéealinesitoediatta.sn","F","63","Lycée Aline Sitoe Diatta"
"788","Tall","Binta","Binta Tall","Arts","binta.tall@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"789","Sow","Binta","Binta Sow","Anglais","binta.sow@institutmariamaba.sn","F","97","Institut Mariama Ba"
"790","Seck","Baba","Baba Seck","Mathématiques","baba.seck@écolecheikhantadiop.sn","M","59","École Cheikh Anta Diop"
"791","Wade","Modou","Modou Wade","Anglais","modou.wade@lycéelatdior.sn","M","85","Lycée Lat Dior"
"792","Kane","Ousmane","Ousmane Kane","Arabe","ousmane.kane@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"793","Mbaye","Alioune","Alioune Mbaye","Sciences Physiques","alioune.mbaye@collègecheikhantadiop.sn","M","45","Collège Cheikh Anta Diop"
"794","Thiam","Abdou","Abdou Thiam","Informatique","abdou.thiam@écolemabadiakhouba.sn","M","56","École Maba Diakhou Ba"
"795","Sarr","Modou","Modou Sarr","Français","modou.sarr@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"796","Wade","Amadou","Amadou Wade","Anglais","amadou.wade@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"797","Mbaye","Awa","Awa Mbaye","Éducation Physique","awa.mbaye@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"798","Diop","Pape","Pape Diop","Histoire-Géographie","pape.diop@lycéeblaisediagne.sn","M","80","Lycée Blaise Diagne"
"799","Thiam","Seynabou","Seynabou Thiam","Sciences Naturelles","seynabou.thiam@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"800","Diagne","Khady","Khady Diagne","Arts","khady.diagne@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"801","Ndiaye","Babacar","Babacar Ndiaye","Arts","babacar.ndiaye@lycéeblaisediagne.sn","M","39","Lycée Blaise Diagne"
"802","Seck","Amadou","Amadou Seck","Mathématiques","amadou.seck@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"803","Faye","Awa","Awa Faye","Anglais","awa.faye@lycéelatdior.sn","F","82","Lycée Lat Dior"
"804","Ndiaye","Baba","Baba Ndiaye","Histoire-Géographie","baba.ndiaye@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"805","Ndiaye","Pape","Pape Ndiaye","Sciences Physiques","pape.ndiaye@écolealinesitoediatta.sn","M","72","École Aline Sitoe Diatta"
"806","Diagne","Rama","Rama Diagne","Informatique","rama.diagne@institutlatdior.sn","F","3","Institut Lat Dior"
"807","Diagne","Mariam","Mariam Diagne","Arabe","mariam.diagne@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"808","Wade","Binta","Binta Wade","Mathématiques","binta.wade@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"809","Ndiaye","Khady","Khady Ndiaye","Informatique","khady.ndiaye@institutmariamaba.sn","F","99","Institut Mariama Ba"
"810","Wade","Pape","Pape Wade","Sciences Naturelles","pape.wade@institutlatdior.sn","M","3","Institut Lat Dior"
"811","Diagne","Abdou","Abdou Diagne","Français","abdou.diagne@institutmariamaba.sn","M","97","Institut Mariama Ba"
"812","Diouf","Awa","Awa Diouf","Informatique","awa.diouf@écolemariamaba.sn","F","40","École Mariama Ba"
"813","Ly","Pape","Pape Ly","Informatique","pape.ly@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"814","Kane","Seynabou","Seynabou Kane","Sciences Physiques","seynabou.kane@écoleléopoldsédarsenghor.sn","F","64","École Léopold Sédar Senghor"
"815","Fall","Moussa","Moussa Fall","Histoire-Géographie","moussa.fall@écoleléopoldsédarsenghor.sn","M","35","École Léopold Sédar Senghor"
"816","Gueye","Assane","Assane Gueye","Arabe","assane.gueye@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"817","Kane","Alioune","Alioune Kane","Informatique","alioune.kane@écolemabadiakhouba.sn","M","9","École Maba Diakhou Ba"
"818","Fall","Moussa","Moussa Fall","Sciences Naturelles","moussa.fall@institutlatdior.sn","M","3","Institut Lat Dior"
"819","Fall","Coumba","Coumba Fall","Arabe","coumba.fall@collègemariamaba.sn","F","50","Collège Mariama Ba"
"820","Kane","Pape","Pape Kane","Sciences Physiques","pape.kane@écoleléopoldsédarsenghor.sn","M","81","École Léopold Sédar Senghor"
"821","Gueye","Astou","Astou Gueye","Arabe","astou.gueye@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"822","Wade","Khady","Khady Wade","Éducation Physique","khady.wade@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"823","Diagne","Fatou","Fatou Diagne","Arts","fatou.diagne@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"824","Sow","Ibrahima","Ibrahima Sow","Anglais","ibrahima.sow@institutcheikhantadiop.sn","M","38","Institut Cheikh Anta Diop"
"825","Mbaye","Modou","Modou Mbaye","Informatique","modou.mbaye@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"826","Diagne","Rokhaya","Rokhaya Diagne","Anglais","rokhaya.diagne@institutmariamaba.sn","F","51","Institut Mariama Ba"
"827","Ly","Awa","Awa Ly","Arabe","awa.ly@institutléopoldsédarsenghor.sn","F","88","Institut Léopold Sédar Senghor"
"828","Seck","Moussa","Moussa Seck","Sciences Physiques","moussa.seck@écoleléopoldsédarsenghor.sn","M","81","École Léopold Sédar Senghor"
"829","Ly","Samba","Samba Ly","Informatique","samba.ly@lycéemabadiakhouba.sn","M","37","Lycée Maba Diakhou Ba"
"830","Sarr","Aminata","Aminata Sarr","Sciences Physiques","aminata.sarr@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"831","Mbaye","Ndeye","Ndeye Mbaye","Éducation Physique","ndeye.mbaye@lycéeelhadjiomartall.sn","F","43","Lycée El Hadji Omar Tall"
"832","Diop","Baba","Baba Diop","Informatique","baba.diop@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"833","Cisse","Fatou","Fatou Cisse","Sciences Naturelles","fatou.cisse@collègeblaisediagne.sn","F","27","Collège Blaise Diagne"
"834","Sow","Khady","Khady Sow","Histoire-Géographie","khady.sow@institutlatdior.sn","F","95","Institut Lat Dior"
"835","Thiam","Babacar","Babacar Thiam","Arts","babacar.thiam@institutlatdior.sn","M","95","Institut Lat Dior"
"836","Kane","Khady","Khady Kane","Français","khady.kane@écolealinesitoediatta.sn","F","72","École Aline Sitoe Diatta"
"837","Ndour","Coumba","Coumba Ndour","Arts","coumba.ndour@lycéelatdior.sn","F","42","Lycée Lat Dior"
"838","Ndour","Moussa","Moussa Ndour","Informatique","moussa.ndour@collègemariamaba.sn","M","50","Collège Mariama Ba"
"839","Seck","Astou","Astou Seck","Sciences Physiques","astou.seck@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"840","Ndiaye","Mamadou","Mamadou Ndiaye","Informatique","mamadou.ndiaye@écolealinesitoediatta.sn","M","96","École Aline Sitoe Diatta"
"841","Tall","Yacine","Yacine Tall","Mathématiques","yacine.tall@collègeblaisediagne.sn","F","5","Collège Blaise Diagne"
"842","Ndour","Babacar","Babacar Ndour","Arts","babacar.ndour@collègelatdior.sn","M","98","Collège Lat Dior"
"843","Ndour","Pape","Pape Ndour","Anglais","pape.ndour@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"844","Ndiaye","Alioune","Alioune Ndiaye","Arabe","alioune.ndiaye@collègemariamaba.sn","M","20","Collège Mariama Ba"
"845","Cisse","Aminata","Aminata Cisse","Mathématiques","aminata.cisse@collègemabadiakhouba.sn","F","33","Collège Maba Diakhou Ba"
"846","Ba","Dieynaba","Dieynaba Ba","Sciences Naturelles","dieynaba.ba@écolecheikhantadiop.sn","F","53","École Cheikh Anta Diop"
"847","Diop","Abdou","Abdou Diop","Histoire-Géographie","abdou.diop@écolemabadiakhouba.sn","M","62","École Maba Diakhou Ba"
"848","Cisse","Binta","Binta Cisse","Histoire-Géographie","binta.cisse@lycéecheikhantadiop.sn","F","24","Lycée Cheikh Anta Diop"
"849","Diop","Fatou","Fatou Diop","Arts","fatou.diop@écolealinesitoediatta.sn","F","72","École Aline Sitoe Diatta"
"850","Sow","Binta","Binta Sow","Mathématiques","binta.sow@collègemabadiakhouba.sn","F","41","Collège Maba Diakhou Ba"
"851","Diallo","Ndeye","Ndeye Diallo","Sciences Physiques","ndeye.diallo@institutmariamaba.sn","F","99","Institut Mariama Ba"
"852","Ndour","Dieynaba","Dieynaba Ndour","Anglais","dieynaba.ndour@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"853","Fall","Coumba","Coumba Fall","Informatique","coumba.fall@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"854","Diallo","Coumba","Coumba Diallo","Anglais","coumba.diallo@écoleléopoldsédarsenghor.sn","F","64","École Léopold Sédar Senghor"
"855","Ndiaye","Pape","Pape Ndiaye","Anglais","pape.ndiaye@collègeblaisediagne.sn","M","25","Collège Blaise Diagne"
"856","Wade","Samba","Samba Wade","Sciences Physiques","samba.wade@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"857","Ba","Maimouna","Maimouna Ba","Éducation Physique","maimouna.ba@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"858","Ba","Maimouna","Maimouna Ba","Mathématiques","maimouna.ba@collègeléopoldsédarsenghor.sn","F","69","Collège Léopold Sédar Senghor"
"859","Diallo","Ousmane","Ousmane Diallo","Arts","ousmane.diallo@collègeléopoldsédarsenghor.sn","M","69","Collège Léopold Sédar Senghor"
"860","Ndiaye","Modou","Modou Ndiaye","Informatique","modou.ndiaye@écolecheikhantadiop.sn","M","36","École Cheikh Anta Diop"
"861","Ba","Rokhaya","Rokhaya Ba","Arabe","rokhaya.ba@institutcheikhantadiop.sn","F","38","Institut Cheikh Anta Diop"
"862","Mbaye","Abdou","Abdou Mbaye","Anglais","abdou.mbaye@collègemariamaba.sn","M","50","Collège Mariama Ba"
"863","Cisse","Baba","Baba Cisse","Arabe","baba.cisse@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"864","Ba","Dieynaba","Dieynaba Ba","Sciences Physiques","dieynaba.ba@institutcheikhantadiop.sn","F","86","Institut Cheikh Anta Diop"
"865","Ndour","Astou","Astou Ndour","Français","astou.ndour@lycéeléopoldsédarsenghor.sn","F","71","Lycée Léopold Sédar Senghor"
"866","Diouf","Amadou","Amadou Diouf","Sciences Physiques","amadou.diouf@écolemariamaba.sn","M","94","École Mariama Ba"
"867","Diagne","Moussa","Moussa Diagne","Sciences Naturelles","moussa.diagne@lycéecheikhantadiop.sn","M","48","Lycée Cheikh Anta Diop"
"868","Kane","Babacar","Babacar Kane","Mathématiques","babacar.kane@collègemabadiakhouba.sn","M","41","Collège Maba Diakhou Ba"
"869","Ndour","Aminata","Aminata Ndour","Arts","aminata.ndour@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"870","Seck","Rokhaya","Rokhaya Seck","Arts","rokhaya.seck@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"871","Wade","Aminata","Aminata Wade","Sciences Physiques","aminata.wade@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"872","Thiam","Amadou","Amadou Thiam","Sciences Physiques","amadou.thiam@écolecheikhantadiop.sn","M","23","École Cheikh Anta Diop"
"873","Thiam","Rokhaya","Rokhaya Thiam","Sciences Physiques","rokhaya.thiam@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"874","Diallo","Coumba","Coumba Diallo","Arabe","coumba.diallo@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"875","Mbaye","Binta","Binta Mbaye","Éducation Physique","binta.mbaye@écolemariamaba.sn","F","94","École Mariama Ba"
"876","Mbaye","Ndeye","Ndeye Mbaye","Français","ndeye.mbaye@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"877","Diouf","Cheikh","Cheikh Diouf","Mathématiques","cheikh.diouf@écolealinesitoediatta.sn","M","72","École Aline Sitoe Diatta"
"878","Diop","Binta","Binta Diop","Arts","binta.diop@écoleléopoldsédarsenghor.sn","F","35","École Léopold Sédar Senghor"
"879","Diouf","Demba","Demba Diouf","Sciences Physiques","demba.diouf@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"880","Diallo","Ousmane","Ousmane Diallo","Informatique","ousmane.diallo@écolealinesitoediatta.sn","M","96","École Aline Sitoe Diatta"
"881","Cisse","Ibrahima","Ibrahima Cisse","Français","ibrahima.cisse@collègemabadiakhouba.sn","M","41","Collège Maba Diakhou Ba"
"882","Gueye","Yacine","Yacine Gueye","Informatique","yacine.gueye@lycéelatdior.sn","F","82","Lycée Lat Dior"
"883","Fall","Coumba","Coumba Fall","Sciences Physiques","coumba.fall@écoleelhadjiomartall.sn","F","8","École El Hadji Omar Tall"
"884","Cisse","Rama","Rama Cisse","Sciences Naturelles","rama.cisse@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"885","Sarr","Moussa","Moussa Sarr","Sciences Physiques","moussa.sarr@institutmariamaba.sn","M","31","Institut Mariama Ba"
"886","Thiam","Ndeye","Ndeye Thiam","Arabe","ndeye.thiam@lycéeléopoldsédarsenghor.sn","F","61","Lycée Léopold Sédar Senghor"
"887","Ndour","Ibrahima","Ibrahima Ndour","Informatique","ibrahima.ndour@écoleléopoldsédarsenghor.sn","M","81","École Léopold Sédar Senghor"
"888","Tall","Coumba","Coumba Tall","Arts","coumba.tall@lycéelatdior.sn","F","42","Lycée Lat Dior"
"889","Diallo","Mamadou","Mamadou Diallo","Éducation Physique","mamadou.diallo@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"890","Diallo","Mariam","Mariam Diallo","Mathématiques","mariam.diallo@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"891","Ndiaye","Ndeye","Ndeye Ndiaye","Sciences Naturelles","ndeye.ndiaye@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"892","Diouf","Binta","Binta Diouf","Sciences Physiques","binta.diouf@écoleléopoldsédarsenghor.sn","F","10","École Léopold Sédar Senghor"
"893","Kane","Dieynaba","Dieynaba Kane","Anglais","dieynaba.kane@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"894","Faye","Rokhaya","Rokhaya Faye","Sciences Naturelles","rokhaya.faye@institutlatdior.sn","F","95","Institut Lat Dior"
"895","Cisse","Rokhaya","Rokhaya Cisse","Arabe","rokhaya.cisse@lycéeléopoldsédarsenghor.sn","F","54","Lycée Léopold Sédar Senghor"
"896","Kane","Seynabou","Seynabou Kane","Mathématiques","seynabou.kane@lycéeelhadjiomartall.sn","F","16","Lycée El Hadji Omar Tall"
"897","Diop","Mamadou","Mamadou Diop","Sciences Physiques","mamadou.diop@collègemariamaba.sn","M","20","Collège Mariama Ba"
"898","Wade","Rokhaya","Rokhaya Wade","Anglais","rokhaya.wade@lycéecheikhantadiop.sn","F","6","Lycée Cheikh Anta Diop"
"899","Diallo","Fatou","Fatou Diallo","Arts","fatou.diallo@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"900","Sow","Aminata","Aminata Sow","Français","aminata.sow@collègelatdior.sn","F","90","Collège Lat Dior"
"901","Kane","Abdou","Abdou Kane","Sciences Physiques","abdou.kane@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"902","Ba","Seynabou","Seynabou Ba","Éducation Physique","seynabou.ba@institutalinesitoediatta.sn","F","47","Institut Aline Sitoe Diatta"
"903","Diagne","Modou","Modou Diagne","Mathématiques","modou.diagne@écoleblaisediagne.sn","M","19","École Blaise Diagne"
"904","Wade","Binta","Binta Wade","Sciences Physiques","binta.wade@institutalinesitoediatta.sn","F","47","Institut Aline Sitoe Diatta"
"905","Ly","Aminata","Aminata Ly","Mathématiques","aminata.ly@écoleblaisediagne.sn","F","78","École Blaise Diagne"
"906","Diop","Amadou","Amadou Diop","Mathématiques","amadou.diop@institutmabadiakhouba.sn","M","65","Institut Maba Diakhou Ba"
"907","Tall","Khady","Khady Tall","Arts","khady.tall@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"908","Kane","Modou","Modou Kane","Français","modou.kane@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"909","Wade","Cheikh","Cheikh Wade","Histoire-Géographie","cheikh.wade@écolemariamaba.sn","M","94","École Mariama Ba"
"910","Sow","Astou","Astou Sow","Éducation Physique","astou.sow@institutlatdior.sn","F","3","Institut Lat Dior"
"911","Kane","Abdou","Abdou Kane","Sciences Physiques","abdou.kane@institutlatdior.sn","M","95","Institut Lat Dior"
"912","Sow","Baba","Baba Sow","Anglais","baba.sow@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"913","Gueye","Dieynaba","Dieynaba Gueye","Arts","dieynaba.gueye@écoleléopoldsédarsenghor.sn","F","12","École Léopold Sédar Senghor"
"914","Gueye","Yacine","Yacine Gueye","Sciences Physiques","yacine.gueye@écolemariamaba.sn","F","94","École Mariama Ba"
"915","Ndour","Assane","Assane Ndour","Histoire-Géographie","assane.ndour@institutmariamaba.sn","M","31","Institut Mariama Ba"
"916","Fall","Baba","Baba Fall","Éducation Physique","baba.fall@institutlatdior.sn","M","92","Institut Lat Dior"
"917","Ndour","Khady","Khady Ndour","Informatique","khady.ndour@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"918","Ndour","Samba","Samba Ndour","Informatique","samba.ndour@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"919","Ba","Coumba","Coumba Ba","Informatique","coumba.ba@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"920","Ndiaye","Amadou","Amadou Ndiaye","Sciences Physiques","amadou.ndiaye@collègelatdior.sn","M","79","Collège Lat Dior"
"921","Mbaye","Maimouna","Maimouna Mbaye","Anglais","maimouna.mbaye@institutmariamaba.sn","F","97","Institut Mariama Ba"
"922","Diop","Khady","Khady Diop","Éducation Physique","khady.diop@collègelatdior.sn","F","98","Collège Lat Dior"
"923","Mbaye","Maimouna","Maimouna Mbaye","Arabe","maimouna.mbaye@collègelatdior.sn","F","70","Collège Lat Dior"
"924","Sow","Baba","Baba Sow","Éducation Physique","baba.sow@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"925","Thiam","Babacar","Babacar Thiam","Sciences Naturelles","babacar.thiam@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"926","Diop","Pape","Pape Diop","Mathématiques","pape.diop@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"927","Wade","Ndeye","Ndeye Wade","Arts","ndeye.wade@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"928","Diouf","Rama","Rama Diouf","Informatique","rama.diouf@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"929","Wade","Dieynaba","Dieynaba Wade","Français","dieynaba.wade@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"930","Mbaye","Assane","Assane Mbaye","Histoire-Géographie","assane.mbaye@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"931","Tall","Rokhaya","Rokhaya Tall","Mathématiques","rokhaya.tall@institutcheikhantadiop.sn","F","86","Institut Cheikh Anta Diop"
"932","Tall","Aminata","Aminata Tall","Français","aminata.tall@collègemariamaba.sn","F","66","Collège Mariama Ba"
"933","Wade","Aminata","Aminata Wade","Mathématiques","aminata.wade@lycéeléopoldsédarsenghor.sn","F","71","Lycée Léopold Sédar Senghor"
"934","Ndiaye","Mariam","Mariam Ndiaye","Sciences Physiques","mariam.ndiaye@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"935","Kane","Rama","Rama Kane","Anglais","rama.kane@écoleléopoldsédarsenghor.sn","F","17","École Léopold Sédar Senghor"
"936","Sarr","Ibrahima","Ibrahima Sarr","Éducation Physique","ibrahima.sarr@lycéealinesitoediatta.sn","M","73","Lycée Aline Sitoe Diatta"
"937","Diouf","Maimouna","Maimouna Diouf","Mathématiques","maimouna.diouf@collègelatdior.sn","F","90","Collège Lat Dior"
"938","Ndour","Seynabou","Seynabou Ndour","Histoire-Géographie","seynabou.ndour@institutcheikhantadiop.sn","F","38","Institut Cheikh Anta Diop"
"939","Seck","Baba","Baba Seck","Anglais","baba.seck@collègeblaisediagne.sn","M","67","Collège Blaise Diagne"
"940","Tall","Pape","Pape Tall","Informatique","pape.tall@écoleelhadjiomartall.sn","M","8","École El Hadji Omar Tall"
"941","Ly","Samba","Samba Ly","Mathématiques","samba.ly@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"942","Ly","Khady","Khady Ly","Français","khady.ly@écolealinesitoediatta.sn","F","60","École Aline Sitoe Diatta"
"943","Diallo","Awa","Awa Diallo","Informatique","awa.diallo@collègemariamaba.sn","F","66","Collège Mariama Ba"
"944","Diallo","Awa","Awa Diallo","Sciences Naturelles","awa.diallo@écolemariamaba.sn","F","94","École Mariama Ba"
"945","Sow","Maimouna","Maimouna Sow","Mathématiques","maimouna.sow@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"946","Faye","Astou","Astou Faye","Arabe","astou.faye@lycéeelhadjiomartall.sn","F","58","Lycée El Hadji Omar Tall"
"947","Ndour","Abdou","Abdou Ndour","Éducation Physique","abdou.ndour@écolealinesitoediatta.sn","M","72","École Aline Sitoe Diatta"
"948","Faye","Ousmane","Ousmane Faye","Mathématiques","ousmane.faye@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"949","Ba","Rokhaya","Rokhaya Ba","Histoire-Géographie","rokhaya.ba@écolealinesitoediatta.sn","F","4","École Aline Sitoe Diatta"
"950","Seck","Demba","Demba Seck","Arabe","demba.seck@collègelatdior.sn","M","98","Collège Lat Dior"
"951","Ndour","Ousmane","Ousmane Ndour","Français","ousmane.ndour@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"952","Mbaye","Pape","Pape Mbaye","Arabe","pape.mbaye@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"953","Faye","Ibrahima","Ibrahima Faye","Informatique","ibrahima.faye@lycéeelhadjiomartall.sn","M","58","Lycée El Hadji Omar Tall"
"954","Tall","Modou","Modou Tall","Histoire-Géographie","modou.tall@collègeblaisediagne.sn","M","27","Collège Blaise Diagne"
"955","Sow","Moussa","Moussa Sow","Anglais","moussa.sow@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"956","Mbaye","Maimouna","Maimouna Mbaye","Anglais","maimouna.mbaye@collègeléopoldsédarsenghor.sn","F","69","Collège Léopold Sédar Senghor"
